id,answers,correct_answer,question,edition,json
415,"[""Goldfinch"",""Parakeet"",""Chickadee"",""Canary""]",3,What kind of bird is Looney Tunes' Tweety?,Global,"{""id"":""415"",""question"":""What kind of bird is Looney Tunes' Tweety?"",""correct_answer"":3,""answers"":[""Goldfinch"",""Parakeet"",""Chickadee"",""Canary""],""edition"":""Global""}"
416,"[""2"",""6"",""3"",""4""]",0,How many tines does a fondue fork have?,Global,"{""id"":""416"",""question"":""How many tines does a fondue fork have?"",""correct_answer"":0,""answers"":[""2"",""6"",""3"",""4""],""edition"":""Global""}"
417,"["" •"",""-"","" •-"","" •--""]",0,Which of these is the visual Morse Code representation of the letter dquotesEdquotes?,Global,"{""id"":""417"",""question"":""Which of these is the visual Morse Code representation of the letter dquotesEdquotes?"",""correct_answer"":0,""answers"":["" •"",""-"","" •-"","" •--""],""edition"":""Global""}"
418,"[""Chandler"",""Farrier"",""Cooper"",""Cobbler""]",0,What is the term for a professional candle maker?,Global,"{""id"":""418"",""question"":""What is the term for a professional candle maker?"",""correct_answer"":0,""answers"":[""Chandler"",""Farrier"",""Cooper"",""Cobbler""],""edition"":""Global""}"
419,"[""Bread Basket"",""Writer's Cramp"",""Brain Freeze"",""Broken Heart""]",0,What is the most valuable ailment to remove from Cavity Sam in the original game dquotesOperationdquotes?,All,"{""id"":""419"",""question"":""What is the most valuable ailment to remove from Cavity Sam in the original game dquotesOperationdquotes?"",""correct_answer"":0,""answers"":[""Bread Basket"",""Writer's Cramp"",""Brain Freeze"",""Broken Heart""],""edition"":""All""}"
420,"[""Broken Pen"",""Broken Cell Phone"",""Broken Pez Dispenser"",""Broken Laser Pointer""]",3,What was the first item ever sold on eBay?,Global,"{""id"":""420"",""question"":""What was the first item ever sold on eBay?"",""correct_answer"":3,""answers"":[""Broken Pen"",""Broken Cell Phone"",""Broken Pez Dispenser"",""Broken Laser Pointer""],""edition"":""Global""}"
421,"[""George Washington"",""Ulysses S. Grant"",""Andrew Jackson"",""William McKinley""]",0,"Who was president when a federal tax was imposed on distilled beverages, causing America's Whiskey Rebellion?",All,"{""id"":""421"",""question"":""Who was president when a federal tax was imposed on distilled beverages, causing America's Whiskey Rebellion?"",""correct_answer"":0,""answers"":[""George Washington"",""Ulysses S. Grant"",""Andrew Jackson"",""William McKinley""],""edition"":""All""}"
422,"[""Aquarius"",""Libra"",""Capricorn"",""Scorpio""]",2,People born on December 31 or January 1 are members of what zodiac sign?,Global,"{""id"":""422"",""question"":""People born on December 31 or January 1 are members of what zodiac sign?"",""correct_answer"":2,""answers"":[""Aquarius"",""Libra"",""Capricorn"",""Scorpio""],""edition"":""Global""}"
423,"[""Texas"",""Louisiana"",""California"",""Alaska""]",0,Which US State has the most counties?,All,"{""id"":""423"",""question"":""Which US State has the most counties?"",""correct_answer"":0,""answers"":[""Texas"",""Louisiana"",""California"",""Alaska""],""edition"":""All""}"
424,"[""Hallow"",""Kiki"",""Salem"",""Lucky""]",2,What is the name of Sabrina the Teenage Witch's talking pet cat?,Global,"{""id"":""424"",""question"":""What is the name of Sabrina the Teenage Witch's talking pet cat?"",""correct_answer"":2,""answers"":[""Hallow"",""Kiki"",""Salem"",""Lucky""],""edition"":""Global""}"
425,"[""Gold"",""Mercury"",""Lead"",""Silver""]",3,What element is said to be one of the few weaknesses of werewolves?,Global,"{""id"":""425"",""question"":""What element is said to be one of the few weaknesses of werewolves?"",""correct_answer"":3,""answers"":[""Gold"",""Mercury"",""Lead"",""Silver""],""edition"":""Global""}"
426,"[""Hydrogen"",""Neon"",""Helium"",""Oxygen""]",0,"What gaseous element filled the body of the Hindenburg, causing the rapid growth of the fire that destroyed it?",Global,"{""id"":""426"",""question"":""What gaseous element filled the body of the Hindenburg, causing the rapid growth of the fire that destroyed it?"",""correct_answer"":0,""answers"":[""Hydrogen"",""Neon"",""Helium"",""Oxygen""],""edition"":""Global""}"
427,"[""Army"",""Coast Guard"",""Navy"",""Air Force""]",0,Which branch of the US Military has the most total active service members?,All,"{""id"":""427"",""question"":""Which branch of the US Military has the most total active service members?"",""correct_answer"":0,""answers"":[""Army"",""Coast Guard"",""Navy"",""Air Force""],""edition"":""All""}"
428,"[""Peach"",""Chocolate Chip"",""French Vanilla"",""Peanut Butter""]",3,Which of these is NOT one of Baskin-Robbins original 31 flavors of ice cream?,Global,"{""id"":""428"",""question"":""Which of these is NOT one of Baskin-Robbins original 31 flavors of ice cream?"",""correct_answer"":3,""answers"":[""Peach"",""Chocolate Chip"",""French Vanilla"",""Peanut Butter""],""edition"":""Global""}"
429,"[""Expansion due to heat"",""Gust of wind"",""A larva inside it"",""Internal weight imbalance""]",2,What makes a Mexican jumping bean dquotesjumpdquotes?,Global,"{""id"":""429"",""question"":""What makes a Mexican jumping bean dquotesjumpdquotes?"",""correct_answer"":2,""answers"":[""Expansion due to heat"",""Gust of wind"",""A larva inside it"",""Internal weight imbalance""],""edition"":""Global""}"
430,"[""Powerpuff Girls"",""Dexter's Laboratory"",""Samurai Jack"",""Adventure Time""]",2,What Cartoon Network program has the antagonist dquotesAkudquotes?,Global,"{""id"":""430"",""question"":""What Cartoon Network program has the antagonist dquotesAkudquotes?"",""correct_answer"":2,""answers"":[""Powerpuff Girls"",""Dexter's Laboratory"",""Samurai Jack"",""Adventure Time""],""edition"":""Global""}"
431,"[""Water"",""Yeast"",""Hops"",""Barley""]",2,An increase in what ingredient characterizes beer as an IPA?,Global,"{""id"":""431"",""question"":""An increase in what ingredient characterizes beer as an IPA?"",""correct_answer"":2,""answers"":[""Water"",""Yeast"",""Hops"",""Barley""],""edition"":""Global""}"
432,"[""Westminster Tower"",""Big Britain"",""Great North Tower"",""Elizabeth Tower""]",3,Big Ben is the name of the bell. What is the name of the tower that houses it?,Global,"{""id"":""432"",""question"":""Big Ben is the name of the bell. What is the name of the tower that houses it?"",""correct_answer"":3,""answers"":[""Westminster Tower"",""Big Britain"",""Great North Tower"",""Elizabeth Tower""],""edition"":""Global""}"
433,"[""Madagascar"",""Sumatra"",""Mauritius"",""Tasmania""]",2,On what island did the dodo bird live before going extinct?,Global,"{""id"":""433"",""question"":""On what island did the dodo bird live before going extinct?"",""correct_answer"":2,""answers"":[""Madagascar"",""Sumatra"",""Mauritius"",""Tasmania""],""edition"":""Global""}"
434,"[""Marigold"",""Hydrangea"",""Rose"",""Daffodil""]",3,"Symbolizing spring, what is the birth flower of the month of March?",Global,"{""id"":""434"",""question"":""Symbolizing spring, what is the birth flower of the month of March?"",""correct_answer"":3,""answers"":[""Marigold"",""Hydrangea"",""Rose"",""Daffodil""],""edition"":""Global""}"
435,"[""O-"",""O+"",""B+"",""AB-""]",3,What is the world's rarest blood type?,Global,"{""id"":""435"",""question"":""What is the world's rarest blood type?"",""correct_answer"":3,""answers"":[""O-"",""O+"",""B+"",""AB-""],""edition"":""Global""}"
436,"[""Blue"",""Yellow"",""Green"",""Red""]",0,"Zaffer, smelt, and lapis lazuli are all shades of what primary color?",Global,"{""id"":""436"",""question"":""Zaffer, smelt, and lapis lazuli are all shades of what primary color?"",""correct_answer"":0,""answers"":[""Blue"",""Yellow"",""Green"",""Red""],""edition"":""Global""}"
437,"[""Fungology"",""Sporology"",""Mycology"",""Deurology""]",2,Which of these is the word for the study of mushrooms and other fungi?,Global,"{""id"":""437"",""question"":""Which of these is the word for the study of mushrooms and other fungi?"",""correct_answer"":2,""answers"":[""Fungology"",""Sporology"",""Mycology"",""Deurology""],""edition"":""Global""}"
438,"[""Cantilever"",""Beam"",""Suspension"",""Viaduct""]",2,What kind of bridge is San Francisco's Golden Gate Bridge?,Global,"{""id"":""438"",""question"":""What kind of bridge is San Francisco's Golden Gate Bridge?"",""correct_answer"":2,""answers"":[""Cantilever"",""Beam"",""Suspension"",""Viaduct""],""edition"":""Global""}"
439,"[""Cherry"",""Watermelon"",""Peach"",""Apple""]",0,"Rainier, White Heart, and Bing are all varieties of what fruit?",Global,"{""id"":""439"",""question"":""Rainier, White Heart, and Bing are all varieties of what fruit?"",""correct_answer"":0,""answers"":[""Cherry"",""Watermelon"",""Peach"",""Apple""],""edition"":""Global""}"
440,"[""Cayenne"",""Bell"",""Jalapeño"",""Habanero""]",3,"According to the Scoville scale of heat, which of these peppers is the spiciest?",Global,"{""id"":""440"",""question"":""According to the Scoville scale of heat, which of these peppers is the spiciest?"",""correct_answer"":3,""answers"":[""Cayenne"",""Bell"",""Jalapeño"",""Habanero""],""edition"":""Global""}"
441,"[""Snake"",""Dog"",""Rabbit"",""Dragon""]",2,What animal is the Chinese zodiac sign for the year 2023?,Global,"{""id"":""441"",""question"":""What animal is the Chinese zodiac sign for the year 2023?"",""correct_answer"":2,""answers"":[""Snake"",""Dog"",""Rabbit"",""Dragon""],""edition"":""Global""}"
442,"[""Poison"",""Trophy"",""Dumbbell"",""Dynamite""]",3,"In 2008, Hasbro added 3 new weapons to the game Clue. Which murder weapon does NOT appear in that version of the game?",Global,"{""id"":""442"",""question"":""In 2008, Hasbro added 3 new weapons to the game Clue. Which murder weapon does NOT appear in that version of the game?"",""correct_answer"":3,""answers"":[""Poison"",""Trophy"",""Dumbbell"",""Dynamite""],""edition"":""Global""}"
443,"[""Savannah Bananas"",""Binghamton Rumble Ponies"",""Raleigh Roadkillers"",""Montgomery Biscuits""]",2,Which of these is NOT a real minor league baseball team name?,All,"{""id"":""443"",""question"":""Which of these is NOT a real minor league baseball team name?"",""correct_answer"":2,""answers"":[""Savannah Bananas"",""Binghamton Rumble Ponies"",""Raleigh Roadkillers"",""Montgomery Biscuits""],""edition"":""All""}"
444,"[""George Harrison"",""John Lennon"",""Paul McCartney"",""Ringo Starr""]",3,Who is the shortest member of the Beatles?,Global,"{""id"":""444"",""question"":""Who is the shortest member of the Beatles?"",""correct_answer"":3,""answers"":[""George Harrison"",""John Lennon"",""Paul McCartney"",""Ringo Starr""],""edition"":""Global""}"
445,"[""Osage"",""Cherokee"",""Navajo"",""Sioux""]",2,What Native American nation has the largest reservation in the US by both area and population?,All,"{""id"":""445"",""question"":""What Native American nation has the largest reservation in the US by both area and population?"",""correct_answer"":2,""answers"":[""Osage"",""Cherokee"",""Navajo"",""Sioux""],""edition"":""All""}"
446,"[""Iran"",""Spain"",""Greece"",""Israel""]",3,The Knesset is the unicameral legislative body of what country?,Global,"{""id"":""446"",""question"":""The Knesset is the unicameral legislative body of what country?"",""correct_answer"":3,""answers"":[""Iran"",""Spain"",""Greece"",""Israel""],""edition"":""Global""}"
447,"[""Oklahoma"",""Alaska"",""Kansas"",""Nebraska""]",2,In what state is the geographic center of the contiguous United States?,All,"{""id"":""447"",""question"":""In what state is the geographic center of the contiguous United States?"",""correct_answer"":2,""answers"":[""Oklahoma"",""Alaska"",""Kansas"",""Nebraska""],""edition"":""All""}"
448,"[""Cook Islands"",""New Zealand"",""Capricorn Islands"",""Sandwich Islands""]",3,"When Captain James Cook first made contact with the Hawaiian Islands in 1778, what did he name them?",Global,"{""id"":""448"",""question"":""When Captain James Cook first made contact with the Hawaiian Islands in 1778, what did he name them?"",""correct_answer"":3,""answers"":[""Cook Islands"",""New Zealand"",""Capricorn Islands"",""Sandwich Islands""],""edition"":""Global""}"
449,"[""Maine"",""Montana"",""Massachusetts"",""Michigan""]",0,In what state was clothing company L.L. Bean founded?,Global,"{""id"":""449"",""question"":""In what state was clothing company L.L. Bean founded?"",""correct_answer"":0,""answers"":[""Maine"",""Montana"",""Massachusetts"",""Michigan""],""edition"":""Global""}"
450,"[""Mounds"",""Hershey's Kisses"",""Godiva Chocolate"",""Toblerone""]",3,What candy's shape is said to have been inspired by the Matterhorn in the Swiss Alps?,Global,"{""id"":""450"",""question"":""What candy's shape is said to have been inspired by the Matterhorn in the Swiss Alps?"",""correct_answer"":3,""answers"":[""Mounds"",""Hershey's Kisses"",""Godiva Chocolate"",""Toblerone""],""edition"":""Global""}"
451,"[""100,000"",""5,000"",""500,000"",""1,000,000""]",2,How many copies of an album have to sell before it becomes RIAA Certified Gold?,Global,"{""id"":""451"",""question"":""How many copies of an album have to sell before it becomes RIAA Certified Gold?"",""correct_answer"":2,""answers"":[""100,000"",""5,000"",""500,000"",""1,000,000""],""edition"":""Global""}"
452,"[""7"",""1000"",""12"",""15""]",0,"What number, when converted to binary, is written dquotes111dquotes?",Global,"{""id"":""452"",""question"":""What number, when converted to binary, is written dquotes111dquotes?"",""correct_answer"":0,""answers"":[""7"",""1000"",""12"",""15""],""edition"":""Global""}"
453,"[""1974"",""1996"",""1982"",""1989""]",2,"In what year was the first known use of the smiley face emoticon, :-)?",Global,"{""id"":""453"",""question"":""In what year was the first known use of the smiley face emoticon, :-)?"",""correct_answer"":2,""answers"":[""1974"",""1996"",""1982"",""1989""],""edition"":""Global""}"
454,"[""Springfield, Illinois"",""Springfield, Virginia"",""Springfield, Massachusetts"",""Springfield, Missouri""]",3,"As of the 2020 census, what is the most populous Springfield in the United States?",All,"{""id"":""454"",""question"":""As of the 2020 census, what is the most populous Springfield in the United States?"",""correct_answer"":3,""answers"":[""Springfield, Illinois"",""Springfield, Virginia"",""Springfield, Massachusetts"",""Springfield, Missouri""],""edition"":""All""}"
455,"[""Pearl"",""Wood"",""China"",""Ruby""]",0,What is the traditional gift for a couple's 30th wedding anniversary?,Global,"{""id"":""455"",""question"":""What is the traditional gift for a couple's 30th wedding anniversary?"",""correct_answer"":0,""answers"":[""Pearl"",""Wood"",""China"",""Ruby""],""edition"":""Global""}"
456,"[""Baron"",""Marquess"",""Earl"",""Viscount""]",1,Which of these United Kingdom noble ranks is the highest?,Global,"{""id"":""456"",""question"":""Which of these United Kingdom noble ranks is the highest?"",""correct_answer"":1,""answers"":[""Baron"",""Marquess"",""Earl"",""Viscount""],""edition"":""Global""}"
457,"[""Gateway Arch"",""Death Valley National Park"",""Hot Springs"",""Pinnacles""]",0,"By area, what is the smallest national park in the United States?",All,"{""id"":""457"",""question"":""By area, what is the smallest national park in the United States?"",""correct_answer"":0,""answers"":[""Gateway Arch"",""Death Valley National Park"",""Hot Springs"",""Pinnacles""],""edition"":""All""}"
458,"[""21"",""6"",""25"",""36""]",0,How many total dots are there on a standard 6-sided die?,Global,"{""id"":""458"",""question"":""How many total dots are there on a standard 6-sided die?"",""correct_answer"":0,""answers"":[""21"",""6"",""25"",""36""],""edition"":""Global""}"
459,"[""Green"",""Hazel"",""Brown"",""Blue""]",2,What is the world's most common eye color?,Global,"{""id"":""459"",""question"":""What is the world's most common eye color?"",""correct_answer"":2,""answers"":[""Green"",""Hazel"",""Brown"",""Blue""],""edition"":""Global""}"
460,"[""3600"",""525600"",""10080"",""14400""]",2,How many minutes are there in a week?,Global,"{""id"":""460"",""question"":""How many minutes are there in a week?"",""correct_answer"":2,""answers"":[""3600"",""525600"",""10080"",""14400""],""edition"":""Global""}"
461,"[""Cats"",""Clowns"",""Garlic"",""Pain""]",0,"If you have ailurophobia, what are you afraid of?",Global,"{""id"":""461"",""question"":""If you have ailurophobia, what are you afraid of?"",""correct_answer"":0,""answers"":[""Cats"",""Clowns"",""Garlic"",""Pain""],""edition"":""Global""}"
462,"[""Italy"",""United States"",""Switzerland"",""France""]",2,What country provides the official Pontifical Guard to oversee the safety of the Pope?,Global,"{""id"":""462"",""question"":""What country provides the official Pontifical Guard to oversee the safety of the Pope?"",""correct_answer"":2,""answers"":[""Italy"",""United States"",""Switzerland"",""France""],""edition"":""Global""}"
463,"[""J.R.R. Tolkien"",""H.G. Wells"",""C.S. Lewis"",""Isaac Asimov""]",0,"What fantasy author wrote dquotesThe Silmarilliondquotes as a sequel to his first book, before writing a more famous trilogy?",Global,"{""id"":""463"",""question"":""What fantasy author wrote dquotesThe Silmarilliondquotes as a sequel to his first book, before writing a more famous trilogy?"",""correct_answer"":0,""answers"":[""J.R.R. Tolkien"",""H.G. Wells"",""C.S. Lewis"",""Isaac Asimov""],""edition"":""Global""}"
464,"[""Greek"",""Demotic"",""Latin"",""Egyptian hieroglyphs""]",2,Which of these writing systems was NOT inscribed on the Rosetta Stone?,Global,"{""id"":""464"",""question"":""Which of these writing systems was NOT inscribed on the Rosetta Stone?"",""correct_answer"":2,""answers"":[""Greek"",""Demotic"",""Latin"",""Egyptian hieroglyphs""],""edition"":""Global""}"
465,"[""Barley"",""Water"",""Yeast"",""Hops""]",2,"According to the Reinheitsgebot Purity Law of 1516, which of these is NOT allowed in German beer?",Global,"{""id"":""465"",""question"":""According to the Reinheitsgebot Purity Law of 1516, which of these is NOT allowed in German beer?"",""correct_answer"":2,""answers"":[""Barley"",""Water"",""Yeast"",""Hops""],""edition"":""Global""}"
466,"[""Utaher"",""Uter"",""Utahn"",""Ute""]",2,What is the official demonym for a person from the state of Utah?,All,"{""id"":""466"",""question"":""What is the official demonym for a person from the state of Utah?"",""correct_answer"":2,""answers"":[""Utaher"",""Uter"",""Utahn"",""Ute""],""edition"":""All""}"
467,"[""The Sun"",""Halley's Comet"",""The Moon"",""Mars""]",0,One dquotesastronomical unitdquotes is defined as the distance between the Earth and what other object?,Global,"{""id"":""467"",""question"":""One dquotesastronomical unitdquotes is defined as the distance between the Earth and what other object?"",""correct_answer"":0,""answers"":[""The Sun"",""Halley's Comet"",""The Moon"",""Mars""],""edition"":""Global""}"
468,"[""Nick"",""Percival"",""Alex"",""Jay""]",3,What is the first name of dquotesThe Great Gatsbydquotes?,Global,"{""id"":""468"",""question"":""What is the first name of dquotesThe Great Gatsbydquotes?"",""correct_answer"":3,""answers"":[""Nick"",""Percival"",""Alex"",""Jay""],""edition"":""Global""}"
469,"[""Pink Eye"",""Bruise"",""Bad Breath"",""The Common Cold""]",0,"What is the better known name of the condition, dquotesconjunctivitisdquotes?",Global,"{""id"":""469"",""question"":""What is the better known name of the condition, dquotesconjunctivitisdquotes?"",""correct_answer"":0,""answers"":[""Pink Eye"",""Bruise"",""Bad Breath"",""The Common Cold""],""edition"":""Global""}"
470,"[""29"",""11"",""36"",""44""]",2,How many black keys are there on a piano?,Global,"{""id"":""470"",""question"":""How many black keys are there on a piano?"",""correct_answer"":2,""answers"":[""29"",""11"",""36"",""44""],""edition"":""Global""}"
471,"[""Cream Soda"",""Coca-Cola"",""Root Beer"",""Red Bull""]",2,What American soft drink was traditionally made with sassafras as the primary flavor?,Global,"{""id"":""471"",""question"":""What American soft drink was traditionally made with sassafras as the primary flavor?"",""correct_answer"":2,""answers"":[""Cream Soda"",""Coca-Cola"",""Root Beer"",""Red Bull""],""edition"":""Global""}"
472,"[""45¢"",""53¢"",""60¢"",""75¢""]",2,How much does it currently cost to buy a US Forever Stamp?,All,"{""id"":""472"",""question"":""How much does it currently cost to buy a US Forever Stamp?"",""correct_answer"":2,""answers"":[""45¢"",""53¢"",""60¢"",""75¢""],""edition"":""All""}"
473,"[""Nabisco"",""Kraft Heinz"",""Pepperidge Farm"",""Nestle""]",0,What food company makes and sells Fig Newtons?,Global,"{""id"":""473"",""question"":""What food company makes and sells Fig Newtons?"",""correct_answer"":0,""answers"":[""Nabisco"",""Kraft Heinz"",""Pepperidge Farm"",""Nestle""],""edition"":""Global""}"
474,"[""Pens"",""Bowling Balls"",""Waterslides"",""Fireworks""]",3,"Flowerpot, force-and-spark, and Vesuvius fountain are all types of what objects?",Global,"{""id"":""474"",""question"":""Flowerpot, force-and-spark, and Vesuvius fountain are all types of what objects?"",""correct_answer"":3,""answers"":[""Pens"",""Bowling Balls"",""Waterslides"",""Fireworks""],""edition"":""Global""}"
475,"[""110-Meter Hurdles"",""Pole Vault"",""Triple Jump"",""Discus Throw""]",2,Which of these events is NOT in an Olympic decathlon?,Global,"{""id"":""475"",""question"":""Which of these events is NOT in an Olympic decathlon?"",""correct_answer"":2,""answers"":[""110-Meter Hurdles"",""Pole Vault"",""Triple Jump"",""Discus Throw""],""edition"":""Global""}"
476,"[""Poker"",""Blackjack"",""Craps"",""Roulette""]",2,"What casino table game has a boxman, a stickman, and a pass line?",Global,"{""id"":""476"",""question"":""What casino table game has a boxman, a stickman, and a pass line?"",""correct_answer"":2,""answers"":[""Poker"",""Blackjack"",""Craps"",""Roulette""],""edition"":""Global""}"
477,"[""Clay"",""Carpet"",""Grass"",""Hardcourt""]",2,What type of tennis court makes for the fastest serves and volleys?,Global,"{""id"":""477"",""question"":""What type of tennis court makes for the fastest serves and volleys?"",""correct_answer"":2,""answers"":[""Clay"",""Carpet"",""Grass"",""Hardcourt""],""edition"":""Global""}"
478,"[""Pop Idol"",""American Idol"",""Britain's Got Talent"",""The X Factor""]",3,On what television show was the boy band dquotesOne Directiondquotes put together?,Global,"{""id"":""478"",""question"":""On what television show was the boy band dquotesOne Directiondquotes put together?"",""correct_answer"":3,""answers"":[""Pop Idol"",""American Idol"",""Britain's Got Talent"",""The X Factor""],""edition"":""Global""}"
479,"[""Tiger"",""Bobcat"",""Jaguar"",""Lion""]",0,What is the world's largest breed of wild cat?,Global,"{""id"":""479"",""question"":""What is the world's largest breed of wild cat?"",""correct_answer"":0,""answers"":[""Tiger"",""Bobcat"",""Jaguar"",""Lion""],""edition"":""Global""}"
480,"[""Lake Erie"",""Lake Superior"",""Lake Huron"",""Lake Ontario""]",3,"By area, what is the smallest of the Great Lakes?",Global,"{""id"":""480"",""question"":""By area, what is the smallest of the Great Lakes?"",""correct_answer"":3,""answers"":[""Lake Erie"",""Lake Superior"",""Lake Huron"",""Lake Ontario""],""edition"":""Global""}"
481,"[""X"",""J"",""Z"",""Q""]",3,What is the least commonly used letter in the English language?,Global,"{""id"":""481"",""question"":""What is the least commonly used letter in the English language?"",""correct_answer"":3,""answers"":[""X"",""J"",""Z"",""Q""],""edition"":""Global""}"
482,"[""Banana"",""Apple"",""Pineapple"",""Watermelon""]",2,What fruit is commonly known as an dquotesananasdquotes in many languages other than English?,Global,"{""id"":""482"",""question"":""What fruit is commonly known as an dquotesananasdquotes in many languages other than English?"",""correct_answer"":2,""answers"":[""Banana"",""Apple"",""Pineapple"",""Watermelon""],""edition"":""Global""}"
483,"[""Chocolate Swamp"",""Free Parking"",""Gumdrop Mountains"",""Candy Castle""]",3,What location is the final goal of the board game dquotesCandy Landdquotes?,Global,"{""id"":""483"",""question"":""What location is the final goal of the board game dquotesCandy Landdquotes?"",""correct_answer"":3,""answers"":[""Chocolate Swamp"",""Free Parking"",""Gumdrop Mountains"",""Candy Castle""],""edition"":""Global""}"
484,"[""K"",""H"",""V"",""W""]",0,"In the English language game of Scrabble, what is the only tile worth 5 points?",Global,"{""id"":""484"",""question"":""In the English language game of Scrabble, what is the only tile worth 5 points?"",""correct_answer"":0,""answers"":[""K"",""H"",""V"",""W""],""edition"":""Global""}"
485,"[""Boron"",""Argon"",""Neon"",""Krypton""]",0,Which of these elements is NOT a noble gas?,Global,"{""id"":""485"",""question"":""Which of these elements is NOT a noble gas?"",""correct_answer"":0,""answers"":[""Boron"",""Argon"",""Neon"",""Krypton""],""edition"":""Global""}"
486,"[""Cadettes"",""Daisies"",""Lionesses"",""Ambassadors""]",3,By what highest-ranking term are Girl Scouts known when they are in 11th and 12th grade?,All,"{""id"":""486"",""question"":""By what highest-ranking term are Girl Scouts known when they are in 11th and 12th grade?"",""correct_answer"":3,""answers"":[""Cadettes"",""Daisies"",""Lionesses"",""Ambassadors""],""edition"":""All""}"
487,"[""4"",""2"",""5"",""6""]",0,How many sides does a rhombus have?,Global,"{""id"":""487"",""question"":""How many sides does a rhombus have?"",""correct_answer"":0,""answers"":[""4"",""2"",""5"",""6""],""edition"":""Global""}"
488,"[""Blue Moons"",""Horseshoes"",""Red Balloons"",""Hourglass""]",3,"In 2018, what marshmallow shape did Lucky Charms retire to make room for a new unicorn marshmallow?",Global,"{""id"":""488"",""question"":""In 2018, what marshmallow shape did Lucky Charms retire to make room for a new unicorn marshmallow?"",""correct_answer"":3,""answers"":[""Blue Moons"",""Horseshoes"",""Red Balloons"",""Hourglass""],""edition"":""Global""}"
489,"[""Houston, Texas"",""Philadelphia, Pennsylvania"",""Phoenix, Arizona"",""Denver, Colorado""]",0,"After New York City, Los Angeles, and Chicago, what is the fourth-most populous city in the United States?",All,"{""id"":""489"",""question"":""After New York City, Los Angeles, and Chicago, what is the fourth-most populous city in the United States?"",""correct_answer"":0,""answers"":[""Houston, Texas"",""Philadelphia, Pennsylvania"",""Phoenix, Arizona"",""Denver, Colorado""],""edition"":""All""}"
490,"[""Hesse"",""Thuringia"",""Saxony"",""Bavaria""]",3,In what German state is the annual Oktoberfest held?,Global,"{""id"":""490"",""question"":""In what German state is the annual Oktoberfest held?"",""correct_answer"":3,""answers"":[""Hesse"",""Thuringia"",""Saxony"",""Bavaria""],""edition"":""Global""}"
491,"[""Detroit"",""Toronto"",""Nashville"",""New Orleans""]",3,"Before they moved to Utah in 1979, what city was home to the NBA's Jazz?",All,"{""id"":""491"",""question"":""Before they moved to Utah in 1979, what city was home to the NBA's Jazz?"",""correct_answer"":3,""answers"":[""Detroit"",""Toronto"",""Nashville"",""New Orleans""],""edition"":""All""}"
492,"[""Ireland"",""Mexico"",""Scotland"",""France""]",0,"In Ed Sheeran's song dquotesGalway Girldquotes, from what country is the title love interest?",Global,"{""id"":""492"",""question"":""In Ed Sheeran's song dquotesGalway Girldquotes, from what country is the title love interest?"",""correct_answer"":0,""answers"":[""Ireland"",""Mexico"",""Scotland"",""France""],""edition"":""Global""}"
493,"[""The Pentagon"",""Area 51"",""The White House"",""Fort Knox""]",3,What heavily fortified building is found on the corner of Gold Vault Road and Bullion Boulevard?,All,"{""id"":""493"",""question"":""What heavily fortified building is found on the corner of Gold Vault Road and Bullion Boulevard?"",""correct_answer"":3,""answers"":[""The Pentagon"",""Area 51"",""The White House"",""Fort Knox""],""edition"":""All""}"
494,"[""Particle Acceleration"",""Sleeping"",""MMA Fighting"",""Cycling""]",3,What is the most commonly done activity in a velodrome?,Global,"{""id"":""494"",""question"":""What is the most commonly done activity in a velodrome?"",""correct_answer"":3,""answers"":[""Particle Acceleration"",""Sleeping"",""MMA Fighting"",""Cycling""],""edition"":""Global""}"
495,"[""Montpelier, Vermont"",""Helena, Montana"",""Pierre, South Dakota"",""Cheyenne, Wyoming""]",0,What is the least populous US state capital city?,All,"{""id"":""495"",""question"":""What is the least populous US state capital city?"",""correct_answer"":0,""answers"":[""Montpelier, Vermont"",""Helena, Montana"",""Pierre, South Dakota"",""Cheyenne, Wyoming""],""edition"":""All""}"
496,"[""Ketchup"",""Bottles"",""Pickles"",""Baked Beans""]",2,"The original marketing slogan, dquotesHeinz 57 Varietiesdquotes advertised 57 varieties of what?",Global,"{""id"":""496"",""question"":""The original marketing slogan, dquotesHeinz 57 Varietiesdquotes advertised 57 varieties of what?"",""correct_answer"":2,""answers"":[""Ketchup"",""Bottles"",""Pickles"",""Baked Beans""],""edition"":""Global""}"
497,"[""Épée"",""Sabre"",""Foil"",""Scimitar""]",3,Which of these is NOT a sword used in the sport of fencing?,Global,"{""id"":""497"",""question"":""Which of these is NOT a sword used in the sport of fencing?"",""correct_answer"":3,""answers"":[""Épée"",""Sabre"",""Foil"",""Scimitar""],""edition"":""Global""}"
498,"[""36"",""12"",""37"",""38""]",3,How many pockets are there on an American style roulette wheel?,Global,"{""id"":""498"",""question"":""How many pockets are there on an American style roulette wheel?"",""correct_answer"":3,""answers"":[""36"",""12"",""37"",""38""],""edition"":""Global""}"
499,"[""Deerfly"",""Fruit Fly"",""Horsefly"",""Housefly""]",2,Which of these flies is the largest?,Global,"{""id"":""499"",""question"":""Which of these flies is the largest?"",""correct_answer"":2,""answers"":[""Deerfly"",""Fruit Fly"",""Horsefly"",""Housefly""],""edition"":""Global""}"
